species	OTU
AJ290832-1-1240-Bacteria-Bacteroidota-Chlorobia-Chlorobiales-Chlorobiaceae-Chlorobium-Chlorobium-phaeobacteroides	otu734
CP001110-115163-116657-Bacteria-Bacteroidota-Chlorobia-Chlorobiales-Chlorobiaceae-Chlorobium-Pelodictyon-phaeoclathratiforme-BU-1	otu735
HG796149-1-1472-Bacteria-Bacteroidota-Rhodothermia-Rhodothermales-Rhodothermaceae-Rhodothermus-Rhodothermus-marinus	otu736
KY827070-1-1431-Bacteria-Bacteroidota-Rhodothermia-Rhodothermales-Rhodothermaceae-Salinibacter-Salinibacter-ruber	otu737
HM159367-1-1387-Bacteria-Bacteroidota-Bacteroidia-Cytophagales-Amoebophilaceae-Candidatus-Amoebophilus-Candidatus-Amoebophilus-asiaticus	otu738
KY765574-1-1522-Bacteria-Bacteroidota-Bacteroidia-Flavobacteriales-Blattabacteriaceae-Candidatus-Sulcia-Candidatus-Sulcia-muelleri	otu739
AJ514943-1-1389-Bacteria-Bacteroidota-Bacteroidia-Flavobacteriales-Blattabacteriaceae-Blattabacterium-Blattabacterium-sp-Pelmatosilpha-guanianae-	otu740
U87102-1-1457-Bacteria-Bacteroidota-Bacteroidia-Flavobacteriales-Weeksellaceae-Ornithobacterium-Ornithobacterium-rhinotracheale	otu741
JN544159-1-1347-Bacteria-Bacteroidota-Bacteroidia-Flavobacteriales-Weeksellaceae-Chryseobacterium-Chryseobacterium-gleum	otu742
U60103-1-1386-Bacteria-Bacteroidota-Bacteroidia-Flavobacteriales-Weeksellaceae-Riemerella-Riemerella-anatipestifer	otu743
AF543295-1-1480-Bacteria-Bacteroidota-Bacteroidia-Flavobacteriales-Flavobacteriaceae-Capnocytophaga-Capnocytophaga-gingivalis	otu744
X97246-1-1423-Bacteria-Bacteroidota-Bacteroidia-Flavobacteriales-Flavobacteriaceae-Capnocytophaga-Capnocytophaga-canimorsus	otu745
AF543298-1-1476-Bacteria-Bacteroidota-Bacteroidia-Flavobacteriales-Flavobacteriaceae-Capnocytophaga-Capnocytophaga-ochracea	otu746
X67609-1-1489-Bacteria-Bacteroidota-Bacteroidia-Flavobacteriales-Flavobacteriaceae-Capnocytophaga-Capnocytophaga-sputigena	otu747
AY259508-1-1396-Bacteria-Bacteroidota-Bacteroidia-Flavobacteriales-Flavobacteriaceae-Mangrovimonas-Flavobacteria-bacterium-BSD-S1-20	otu748
MF372551-1-1502-Bacteria-Bacteroidota-Bacteroidia-Flavobacteriales-Flavobacteriaceae-Mariniflexile-Flavobacteriaceae-bacterium	otu749
JN637326-1-1345-Bacteria-Bacteroidota-Bacteroidia-Flavobacteriales-Flavobacteriaceae-Flavobacterium-Flavobacterium-johnsoniae	otu750
JN173002-1-1255-Bacteria-Bacteroidota-Bacteroidia-Flavobacteriales-Flavobacteriaceae-Flavobacterium-Flavobacterium-psychrophilum	otu751
KY628837-1-1311-Bacteria-Bacteroidota-Bacteroidia-Flavobacteriales-Flavobacteriaceae-Flavobacterium-Flavobacterium-sp-	otu752
KM033233-1-1353-Bacteria-Bacteroidota-Bacteroidia-Flavobacteriales-Flavobacteriaceae-Croceibacter-Croceibacter-atlanticus	otu753
AY424899-1-1434-Bacteria-Bacteroidota-Bacteroidia-Flavobacteriales-Flavobacteriaceae-Robiginitalea-Robiginitalea-biformata	otu754
U85881-1-1455-Bacteria-Bacteroidota-Bacteroidia-Flavobacteriales-Flavobacteriaceae-Psychroflexus-Psychroflexus-torquis	otu755
KC583206-1-1375-Bacteria-Bacteroidota-Bacteroidia-Flavobacteriales-Flavobacteriaceae-Leeuwenhoekiella-Leeuwenhoekiella-blandensis	otu756
HZ485701-5-1512-Bacteria-Bacteroidota-Bacteroidia-Flavobacteriales-Flavobacteriaceae-Gramella-Gramella-forsetii	otu757
DQ855467-1-1493-Bacteria-Bacteroidota-Bacteroidia-Flavobacteriales-Flavobacteriaceae-Zunongwangia-Zunongwangia-profunda	otu758
LK391519-1-1419-Bacteria-Bacteroidota-Bacteroidia-Flavobacteriales-Flavobacteriaceae-Dokdonia-Dokdonia-donghaensis	otu759
AY195836-1-1514-Bacteria-Bacteroidota-Bacteroidia-Flavobacteriales-Flavobacteriaceae-Kordia-Kordia-algicida	otu760
EU000226-1-1480-Bacteria-Bacteroidota-Bacteroidia-Flavobacteriales-Flavobacteriaceae-Polaribacter-Polaribacter-irgensii	otu761
AF530135-1-1403-Bacteria-Bacteroidota-Bacteroidia-Flavobacteriales-Flavobacteriaceae-Polaribacter-Polaribacter-sp-MGP-9	otu762
JQ069961-1-1488-Bacteria-Bacteroidota-Bacteroidia-Flavobacteriales-Flavobacteriaceae-Maribacter-Maribacter-sp-BSw21901	otu763
AJ438172-1-1482-Bacteria-Bacteroidota-Bacteroidia-Sphingobacteriales-Sphingobacteriaceae-Pedobacter-Pedobacter-heparinus	otu764
EU723172-1-1286-Bacteria-Bacteroidota-Bacteroidia-Sphingobacteriales-Sphingobacteriaceae-Pedobacter-Flavobacteriales-bacterium-kmd_416	otu765
KY628836-1-1351-Bacteria-Bacteroidota-Bacteroidia-Sphingobacteriales-Sphingobacteriaceae-Pedobacter-Pedobacter-sp-	otu766
AM490402-1-1406-Bacteria-Bacteroidota-Bacteroidia-Sphingobacteriales-Sphingobacteriaceae-Mucilaginibacter-Mucilaginibacter-paludis	otu767
AJ459411-1-1476-Bacteria-Bacteroidota-Bacteroidia-Sphingobacteriales-Sphingobacteriaceae-Sphingobacterium-Sphingobacterium-spiritivorum	otu768
NR_113879-1-Pedobacter-saltans-strain-NBRC-100064-16S-ribosomal-RNA-partial-sequence	otu769
L16497-1-1468-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Rikenellaceae-Alistipes-Alistipes-putredinis	otu770
CP012889-2319557-2320978-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Porphyromonadaceae-Porphyromonas-Porphyromonas-gingivalis-381	otu771
L16491-1-1475-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Porphyromonadaceae-Porphyromonas-Porphyromonas-endodontalis	otu772
DJ349097-1-1491-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Porphyromonadaceae-Porphyromonas-Porphyromonas-asaccharolytica	otu773
GQ422746-1-1508-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Porphyromonadaceae-Porphyromonas-Porphyromonas-uenonis	otu774
ADCM01000022-93-1598-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Paludibacteraceae-F0058-Bacteroidetes-oral-taxon-274-str-F0058	otu775
AB078842-1-1447-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Paludibacteraceae-Paludibacter-Paludibacter-propionicigenes	otu776
AP010656-61786-63306-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Dysgonomonadaceae-Candidatus-Azobacteroides-Candidatus-Azobacteroides-pseudotrichonymphae-genomovar-CFP2	otu777
AF183406-1-Prevotella-tannerae-strain-93-1-2-16S-ribosomal-RNA-complete-sequence	otu778
JN867298-1-1416-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Prevotellaceae-Prevotella_7-Prevotella-buccae	otu779
JN867287-1-1435-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Prevotellaceae-Prevotella-Prevotella-oris	otu780
JN867253-1-1403-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Prevotellaceae-Prevotella-Prevotella-disiens	otu781
JN867239-1-1439-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Prevotellaceae-Prevotella-Prevotella-bergensis	otu782
AB064923-1-1494-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Prevotellaceae-Prevotella_9-Prevotella-copri	otu783
JN867245-1-1366-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Prevotellaceae-Prevotella_7-Prevotella-melaninogenica	otu784
JN867230-1-1396-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Prevotellaceae-Prevotella_7-Prevotella-veroralis	otu785
AM422125-1-1474-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Prevotellaceae-Prevotella-Prevotella-amnii	otu786
JN867262-1-1407-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Prevotellaceae-Prevotella-Prevotella-bivia	otu787
JN867261-1-1433-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Prevotellaceae-Prevotella-Prevotella-buccalis	otu788
JN867224-1-1398-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Prevotellaceae-Prevotella-Prevotella-timonensis	otu789
AB547691-1-1491-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Prevotellaceae-Prevotella-Prevotella-marshii	otu790
JN867223-1-1393-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Prevotellaceae-Prevotella-Prevotella-oralis	otu791
AJ006457-1-1486-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Prevotellaceae-Prevotella-Prevotella-bryantii	otu792
AB003403-1-1423-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Prevotellaceae-Prevotella-Prevotella-ruminicola	otu793
AB003388-1-1373-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Prevotellaceae-Prevotella-Prevotella-sp-	otu794
EU722737-1-1493-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Bacteroidaceae-Bacteroides-Bacteroides-dorei	otu795
JN084208-1-1449-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Bacteroidaceae-Bacteroides-Bacteroides-vulgatus	otu796
AB200224-1-1490-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Bacteroidaceae-Bacteroides-Bacteroides-coprocola	otu797
AB064919-1-1492-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Bacteroidaceae-Bacteroides-Bacteroides-coprophilus	otu798
AB200219-1-1490-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Bacteroidaceae-Bacteroides-Bacteroides-plebeius	otu799
X83953-1-1342-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Bacteroidaceae-Bacteroides-Bacteroides-stercoris	otu800
AB050107-1-1425-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Bacteroidaceae-Bacteroides-Bacteroides-eggerthii	otu801
JN873344-1-1474-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Bacteroidaceae-Bacteroides-Bacteroides-uniformis	otu802
AJ583243-1-1426-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Bacteroidaceae-Bacteroides-Bacteroides-cellulosilyticus-DSM-14838	otu803
AB214328-1-1484-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Bacteroidaceae-Bacteroides-Bacteroides-intestinalis	otu804
JQ607091-1-1413-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Bacteroidaceae-Bacteroides-Bacteroides-xylanisolvens	otu805
KU234406-1-1383-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Bacteroidaceae-Bacteroides-Bacteroides-ovatus	otu806
EU722740-1-1489-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Bacteroidaceae-Bacteroides-Bacteroides-finegoldii	otu807
X83951-1-1422-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Bacteroidaceae-Bacteroides-Bacteroides-caccae	otu808
JN084203-1-1405-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Bacteroidaceae-Bacteroides-Bacteroides-thetaiotaomicron	otu809
JN084200-1-1360-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Bacteroidaceae-Bacteroides-Bacteroides-fragilis	otu810
AB003390-1-1422-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Dysgonomonadaceae-Petrimonas-Bacteroides-sp-	otu811
CS600340-16-1489-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Tannerellaceae-Parabacteroides-Parabacteroides-distasonis	otu812
KY703630-1-1447-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Tannerellaceae-Parabacteroides-Parabacteroides-sp-	otu813
AB261128-1-1492-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Tannerellaceae-Parabacteroides-Parabacteroides-johnsonii	otu814
AY169416-1-1303-Bacteria-Bacteroidota-Bacteroidia-Bacteroidales-Tannerellaceae-Parabacteroides-Parabacteroides-merdae	otu815
KU305719-1-1400-Bacteria-Bacteroidota-Bacteroidia-Chitinophagales-Chitinophagaceae-Chitinophaga-Chitinophaga-pinensis	otu816
AB517710-1-1446-Bacteria-Bacteroidota-Bacteroidia-Cytophagales-Cytophagaceae-Cytophaga-Cytophaga-hutchinsonii	otu817
AB078080-1-1455-Bacteria-Bacteroidota-Bacteroidia-Cytophagales-Microscillaceae-Microscilla-Microscilla-marina	otu818
HG529990-1-1403-Bacteria-Bacteroidota-Bacteroidia-Cytophagales-Cyclobacteriaceae-Algoriphagus-sp-AK58	otu819
AB682398-1-1426-Bacteria-Bacteroidota-Bacteroidia-Cytophagales-Spirosomaceae-Leadbetterella-Leadbetterella-byssophila	otu820
AY279982-1-1234-Bacteria-Bacteroidota-Bacteroidia-Cytophagales-Spirosomaceae-Spirosoma-Spirosoma-linguale	otu821
JN210905-1-1407-Bacteria-Bacteroidota-Bacteroidia-Cytophagales-Spirosomaceae-Dyadobacter-Dyadobacter-fermentans	otu822
AB015937-1-1497-Bacteria-Bacteroidota-Bacteroidia-Cytophagales-Cyclobacteriaceae-Imperialibacter-Microscilla-sp-Nano-1	otu823
AB078075-1-1478-Bacteria-Bacteroidota-Bacteroidia-Cytophagales-Flammeovirgaceae-Perexilibacter-Marivirga-tractuosa	otu824
AJ277896-1-1512-Bacteria-Desulfobacterota-Desulfovibrionia-Desulfovibrionales-Desulfomicrobiaceae-Desulfomicrobium-Desulfomicrobium-baculatum	otu825
AJ133797-1-1493-Bacteria-Desulfobacterota-Desulfovibrionia-Desulfovibrionales-Desulfovibrionaceae-Desulfovibrio-Desulfovibrio-sp-	otu826
NR_074871-1-Desulfovibrio-aespoeensis-strain-Aspo-2-16S-ribosomal-RNA-partial-sequence	otu827
KP682308-1-1423-Bacteria-Desulfobacterota-Desulfovibrionia-Desulfovibrionales-Desulfovibrionaceae-Desulfovibrio-Desulfovibrio-salexigens	otu828
U30147-1-1468-Bacteria-Desulfobacterota-Desulfovibrionia-Desulfovibrionales-Desulfovibrionaceae-Lawsonia-Lawsonia-intracellularis	otu829
AY362360-1-1510-Bacteria-Desulfobacterota-Desulfovibrionia-Desulfovibrionales-Desulfovibrionaceae-Desulfovibrio-Desulfovibrio-vulgaris	otu830
KJ151768-1-1208-Bacteria-Desulfobacterota-Desulfovibrionia-Desulfovibrionales-Desulfovibrionaceae-Desulfovibrio-Desulfovibrio-piger	otu831
KY695254-1-1206-Bacteria-Desulfobacterota-Desulfovibrionia-Desulfovibrionales-Desulfovibrionaceae-Desulfovibrio-Desulfovibrio-desulfuricans	otu832
NR_028699-1-Desulfovibrio-fructosivorans-strain-JJ-16S-ribosomal-RNA-partial-sequence	otu833
AP010904-1824930-1826478-Bacteria-Desulfobacterota-Desulfovibrionia-Desulfovibrionales-Desulfovibrionaceae-Desulfovibrio-Desulfovibrio-magneticus-RS-1	otu834
EU296538-1-1326-Bacteria-Desulfobacterota-Desulfovibrionia-Desulfovibrionales-Desulfonatronovibrionaceae-Desulfonatronospira-Desulfonatronospira-thiodismutans	otu835
U48244-1-1548-Bacteria-Desulfobacterota-Desulfovibrionia-Desulfovibrionales-Desulfohalobiaceae-Desulfohalobium-Desulfohalobium-retbaense	otu836
EU331403-1-1518-Bacteria-Myxococcota-Myxococcia-Myxococcales-Anaeromyxobacteraceae-Anaeromyxobacter-Anaeromyxobacter-dehalogenans	otu837
FJ939131-1-1429-Bacteria-Myxococcota-Myxococcia-Myxococcales-Anaeromyxobacteraceae-Anaeromyxobacter-Anaeromyxobacter-sp-IN2	otu838
AJ233936-1-1532-Bacteria-Myxococcota-Myxococcia-Myxococcales-Myxococcaceae-Stigmatella-Stigmatella-aurantiaca	otu839
AJ233918-1-1522-Bacteria-Myxococcota-Myxococcia-Myxococcales-Myxococcaceae-Myxococcus-Myxococcus-fulvus	otu840
AJ233929-1-1515-Bacteria-Myxococcota-Myxococcia-Myxococcales-Myxococcaceae-Myxococcus-Myxococcus-xanthus	otu841
AJ316014-1-1519-Bacteria-Myxococcota-Polyangia-Polyangiales-Polyangiaceae-Sorangium-Sorangium-cellulosum	otu842
AB016470-1-1507-Bacteria-Myxococcota-Polyangia-Haliangiales-Haliangiaceae-Haliangium-Haliangium-ochraceum	otu843
AB083432-1-1484-Bacteria-Myxococcota-Polyangia-Nannocystales-Nannocystaceae-Plesiocystis-Plesiocystis-pacifica	otu844
AY187305-1-1498-Bacteria-Desulfobacterota-Desulfuromonadia-Desulfuromonadales-Desulfuromonadaceae-Desulfuromonas-Desulfuromonas-acetoxidans	otu845
X79413-1-1476-Bacteria-Desulfobacterota-Desulfuromonadia-Desulfuromonadales-Syntrophotaleaceae-Syntrophotalea-Pelobacter-carbinolicus	otu846
AY187307-1-1354-Bacteria-Desulfobacterota-Desulfuromonadia-Geobacterales-Geobacteraceae-Citrifermentans-Geobacter-bemidjiensis	otu847
EF527427-1-1359-Bacteria-Desulfobacterota-Desulfuromonadia-Geobacterales-Geobacteraceae-Geotalea-Geobacter-uraniireducens-Rf4	otu848
L07834-1-1546-Bacteria-Desulfobacterota-Desulfuromonadia-Geobacterales-Geobacteraceae-Geobacter-Geobacter-metallireducens	otu849
KP059287-1-1445-Bacteria-Desulfobacterota-Desulfuromonadia-Geobacterales-Geobacteraceae-Geobacter-Geobacter-sp-R-HL6	otu850
FW306010-684698-686233-Bacteria-Desulfobacterota-Desulfuromonadia-Geobacterales-Geobacteraceae-Geobacter-Geobacter-sulfurreducens	otu851
JN982211-1-1550-Bacteria-Desulfobacterota-Desulfuromonadia-Geobacterales-Geobacteraceae-Trichlorobacter-Geobacter-lovleyi	otu852
X70954-1-1553-Bacteria-Desulfobacterota-Desulfuromonadia-Geobacterales-Pseudopelobacteraceae-Pseudopelobacter-Pelobacter-propionicus	otu853
X82874-1-1486-Bacteria-Desulfobacterota-Syntrophobacteria-Syntrophobacterales-Syntrophobacteraceae-Syntrophobacter-Syntrophobacter-fumaroxidans	otu854
AF418174-1-1522-Bacteria-Desulfobacterota-Desulfarculia-Desulfarculales-Desulfarculaceae-Desulfarculus-Desulfarculus-baarsii	otu855
AY493562-1-1524-Bacteria-Desulfobacterota-Desulfobacteria-Desulfobacterales-Desulfosarcinaceae-Desulfatibacillum-Desulfatibacillum-alkenivorans	otu856
CP001087-3371418-3372964-Bacteria-Desulfobacterota-Desulfobacteria-Desulfobacterales-Desulfobacteraceae-Desulfobacterium-Desulfobacterium-autotrophicum-HRM2	otu857
Y17698-1-1555-Bacteria-Desulfobacterota-Desulfobacteria-Desulfobacterales-Desulfosarcinaceae-LCP-80-Desulfococcus-oleovorans-Hxd3	otu858
U86447-1-1290-Bacteria-Desulfobacterota-Syntrophia-Syntrophales-Syntrophaceae-Syntrophus-Syntrophus-aciditrophicus-SB	otu859
AF099062-1-1492-Bacteria-Desulfobacterota-Desulfobulbia-Desulfobulbales-Desulfocapsaceae-Desulfotalea-Desulfotalea-psychrophila	otu860
EF422413-1-1409-Bacteria-Desulfobacterota-Desulfobulbia-Desulfobulbales-Desulfurivibrionaceae-Desulfurivibrio-Desulfurivibrio-alkaliphilus-AHT-2	otu861
JQ073806-1-1343-Bacteria-Proteobacteria-Zetaproteobacteria-Mariprofundales-Mariprofundaceae-Mariprofundus-Mariprofundus-ferrooxydans	otu862
AJ278145-1-1325-Bacteria-Bdellovibrionota-Bdellovibrionia-Bdellovibrionales-Bdellovibrionaceae-Bdellovibrio-Bdellovibrio-bacteriovorus	otu863
L35509-1-1478-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Nitrosomonadaceae-Nitrosospira-Nitrosospira-multiformis	otu864
AB000699-1-1501-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Nitrosomonadaceae-Nitrosomonas-Nitrosomonas-sp-AL212	otu865
AL954747-69146-70677-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Nitrosomonadaceae-Nitrosomonas-Nitrosomonas-europaea-ATCC-19718	otu866
AJ298739-1-1208-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Nitrosomonadaceae-Nitrosomonas-Nitrosomonas-eutropha	otu867
CP001715-4569710-4571240-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Rhodocyclaceae-Candidatus-Accumulibacter-Candidatus-Accumulibacter-phosphatis-clade-IIA-str-UW-1	otu868
CP000089-715274-716803-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Rhodocyclaceae-Ferribacterium-Dechloromonas-aromatica-RCB	otu869
CP002159-1253206-1254729-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Gallionellaceae-Gallionella-Gallionella-capsiferriformans-ES-2	otu870
CP001965-357388-358915-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Gallionellaceae-Sideroxydans-Sideroxydans-lithotrophicus-ES-1	otu871
X83531-1-1515-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Rhodocyclaceae-Azoarcus-Aromatoleum-aromaticum-EbN1	otu872
AJ007007-1-1373-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Rhodocyclaceae-Azoarcus-Azoarcus-sp-	otu873
KY680247-1-1478-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Rhodocyclaceae-Thauera-Thauera-sp-	otu874
U49752-1-1498-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Oxalobacteraceae-Oxalobacter-Oxalobacter-formigenes	otu875
AJ238361-1-1479-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Oxalobacteraceae-Herbaspirillum-Herbaspirillum-seropedicae	otu876
KU311462-1-1362-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Oxalobacteraceae-Collimonas-Collimonas-fungivorans	otu877
AY728038-165-1657-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Oxalobacteraceae-Herminiimonas-Herminiimonas-arsenicoxydans	otu878
KY623384-1-1433-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Oxalobacteraceae-Janthinobacterium-Janthinobacterium-sp-	otu879
KU220860-1-1221-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Burkholderiaceae-Ralstonia-Ralstonia-pickettii	otu880
JN247450-1-1528-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Burkholderiaceae-Ralstonia-Ralstonia-solanacearum	otu881
JQ046372-1-1496-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Burkholderiaceae-Cupriavidus-Cupriavidus-metallidurans	otu882
AF525456-1-1495-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Burkholderiaceae-Cupriavidus-Ralstonia-sp-A-471	otu883
AB054960-1-1525-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Burkholderiaceae-Cupriavidus-Cupriavidus-pinatubonensis	otu884
JN688161-1-1448-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Burkholderiaceae-Cupriavidus-Cupriavidus-taiwanensis	otu885
AB007995-1-1459-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Burkholderiaceae-Cupriavidus-Cupriavidus-necator	otu886
KU360720-1-1464-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Burkholderiaceae-Polynucleobacter-Polynucleobacter-necessarius	otu887
KU220850-1-1220-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Burkholderiaceae-Burkholderia-Caballeronia-Paraburkholderia-Burkholderia-sp-SQU-P005	otu888
NR_027555-1-Burkholderia-phymatum-STM815-16S-ribosomal-RNA-partial-sequence	otu889
NR_102845-1-Burkholderia-phytofirmans-PsJN-16S-ribosomal-RNA-partial-sequence	otu890
NR_029213-2-Burkholderia-graminis-strain-C4D1M-16S-ribosomal-RNA-partial-sequence	otu891
NR_074325-2-Burkholderia-xenovorans-LB400-16S-ribosomal-RNA-partial-sequence	otu892
U91838-1-1488-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Burkholderiaceae-Burkholderia-Caballeronia-Paraburkholderia-Burkholderia-thailandensis	otu893
AH004174-1-1440-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Burkholderiaceae-Ralstonia-Burkholderia-mallei	otu894
AB030584-1-1388-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Burkholderiaceae-Burkholderia-Caballeronia-Paraburkholderia-Burkholderia-ubonensis	otu895
JQ070812-1-1490-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Burkholderiaceae-Burkholderia-Caballeronia-Paraburkholderia-Burkholderia-multivorans	otu896
JX986970-1-1485-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Burkholderiaceae-Burkholderia-Caballeronia-Paraburkholderia-Burkholderia-dolosa	otu897
KY636362-1-1416-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Burkholderiaceae-Burkholderia-Caballeronia-Paraburkholderia-Azospirillum-sp-	otu898
JN695897-1-1237-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Burkholderiaceae-Burkholderia-Caballeronia-Paraburkholderia-Burkholderia-ambifaria	otu899
JN695896-1-1561-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Burkholderiaceae-Burkholderia-Caballeronia-Paraburkholderia-Burkholderia-vietnamiensis	otu900
JN695893-1-1504-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Burkholderiaceae-Burkholderia-Caballeronia-Paraburkholderia-Burkholderia-cenocepacia	otu901
KU513667-1-1232-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Burkholderiaceae-Burkholderia-Caballeronia-Paraburkholderia-Burkholderia-glumae	otu902
MF565845-1-1475-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Burkholderiaceae-Burkholderia-Caballeronia-Paraburkholderia-Burkholderia-oklahomensis	otu903
AJ131790-80-1556-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Burkholderiaceae-Burkholderia-Caballeronia-Paraburkholderia-Burkholderia-pseudomallei	otu904
NR_102769-1-Burkholderia-rhizoxinica-HKI-454-16S-ribosomal-RNA-partial-sequence	otu905
HG529984-1-1460-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Burkholderiaceae-Limnobacter-Limnobacter-sp-AK51	otu906
CP013078-3220947-3222488-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Alcaligenaceae-Bordetella-Bordetella-pertussis	otu907
AJ278452-1-1523-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Alcaligenaceae-Bordetella-Bordetella-bronchiseptica	otu908
AJ278450-1-1523-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Alcaligenaceae-Bordetella-Bordetella-parapertussis	otu909
AJ278451-1-1523-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Alcaligenaceae-Achromobacter-Achromobacter-denitrificans	otu910
KU240048-1-1441-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Alcaligenaceae-Achromobacter-Achromobacter-piechaudii	otu911
AF531768-1-1490-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Alcaligenaceae-Achromobacter-Achromobacter-xylosoxidans	otu912
JQ659951-1-1486-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Alcaligenaceae-Bordetella-Bordetella-avium	otu913
